Company Name,Excel Company ID,Year,Total Revenue,Gross Profit,EBITDA,EBIT,Net Income,Cash And Equivalents,Total Cash and ST Investments,Net Property,Total Assets,Total Debt,Total Equity,Capital Expenditure,Dividends per share
San Miguel Brewery Hong Kong Ltd. (SEHK:236),IQ874762,2011,1079.5,473.2,344,327,701.7,7.6,7.6,36.1,134.3,52.3,49.6,3.54,0
San Teh Ltd (SGX:S46),IQ771818,2011,40.1,9.41,2.61,2.39,1.73,252.9,253.7,46.7,407.3,18.2,221.8,86.8,0.015
Sandmartin International Holdings Limited (SEHK:482),IQ22227254,2011,26.5,4.94,3.7,3.49,2.97,43.6,43.7,26.7,219.6,12.5,159.7,1.49,0
Sands China Ltd. (SEHK:1928),IQ79094759,2011,3588.1,2433.2,923.9,744.2,439.7,3226.7,3226.7,8094.6,13117.4,4415.6,7144,1011.1,0.194
Santak Holdings Limited (Catalist:580),IQ8087564,2011,1318.6,27.2,-36.5,-37,53,6.39,6.59,19.3,44.7,7.14,26.8,2.87,0.005
Sany Heavy Equipment International Holdings Company Ltd. (SEHK:631),IQ79084700,2011,-4.26,-4.26,-7.03,-7.08,-6.85,98.1,329,340.4,1533.9,0,1104.1,142.4,0.009
Sapphire Corporation Limited (SGX:NF1),IQ10524783,2011,46,31.3,0,28.7,192,34.4,34.5,79.2,440.1,148.7,268.2,0.558,0
Sarine Technologies Ltd. (SGX:U77),IQ10394455,2011,13.9,10.6,0.822,0.489,0.21,18.6,43.3,3.76,79.1,0,62.4,1.99,0.023
SATS Ltd. (SGX:S58),IQ2445833,2011,193.7,193.7,0,0,62.7,97.6,303.9,714.1,2319.9,184.4,1619.8,62.9,0.11
Sau San Tong Holdings Limited (SEHK:8200),IQ9206178,2011,,,,,,12.4,13.3,4.61,36.8,4.53,18.1,2.13,0
SBI Offshore Limited (Catalist:5PL),IQ79193103,2011,36,22.4,15.2,12.7,4.54,2.09,2.09,6.82,16.9,1.55,12.4,0.185,0.003
SBS Transit Ltd (SGX:S61),IQ875398,2011,868.2,71.5,25.1,8.83,32.4,5.54,5.54,662.2,749,128.5,333.4,153.8,0.059
SDM Group Holdings Limited (SEHK:8363),IQ269019354,2011,58.2,6.96,5.04,4.34,7.69,,,,,,,,
Seamless Green China Holdings Limited (SEHK:8150),IQ7658029,2011,1.56,0.001,0,-0.409,4.79,4.46,5.6,2.63,10.8,1.05,7.72,1.63,0
Season Pacific Holdings Limited (SEHK:8127),IQ312410414,2011,1043.4,332.2,260.7,156.9,245.5,,,,,,,,
Second Chance Properties Ltd (SGX:528),IQ10328304,2011,1674.2,207.2,114.1,51.9,72.7,0.572,2.24,172.3,227.6,72,148.4,0.264,0.032
See Corporation Limited (SEHK:491),IQ878586,2011,1178.1,505.4,554.6,384.7,222.7,16.3,17.2,3.41,52.5,1.57,41.9,0.068,0
SEEC Media Group Ltd. (SEHK:205),IQ7689729,2011,58,27.3,15.6,13.9,-2.07,16.4,16.4,8.03,105.8,17.1,61.3,0.993,0
Select Group Limited (Catalist:5FQ),IQ13011635,2011,118.3,12.8,4.99,3.44,1.54,6.61,6.61,17.1,44.5,6.94,15.3,4.42,0.005
Sembcorp Industries Ltd (SGX:U96),IQ882833,2011,50,26.9,0,0,1.24,2995.5,3012,4249.6,11752.6,2042.4,5240.7,990,0.15
Sembcorp Marine Ltd (SGX:S51),IQ874960,2011,196,17.2,8.03,2.59,3.03,1989.6,1989.6,1034.3,5051.6,35.1,2506.1,437.9,0.11
Semiconductor Manufacturing International Corp. (SEHK:981),IQ1379992,2011,231,39.4,-117.8,-142.2,-226,338.8,340.2,3259.5,4828.4,1204.5,2909,1206.6,0
Sensible Asset Management Limited - Value Korea Fund (SEHK:3041),IQ207115395,2011,367.7,262.8,166.1,157.6,113.3,,,,,,,,
Sensible Asset Management Limited - Value Taiwan Fund (SEHK:3060),IQ207115397,2011,83.9,22.7,7.42,5.07,5.66,,,,,,,,
Serial System Ltd (SGX:S69),IQ429707,2011,1250.9,849.6,507.5,411.3,266.1,34.7,35.9,17.7,348.4,127.3,129.6,2.58,0.006
Seroja Investments Limited (SGX:IW5),IQ61844673,2011,278.6,70.9,35.9,35.1,17.5,17,17,185.8,223.1,127.7,88.2,34.2,0
Serrano Limited (Catalist:40R),IQ274163630,2011,,,,,,4.06,4.28,6.31,62,36.3,10.3,0.196,0
Shaanxi Northwest New Technology Industry Company Limited (SEHK:8258),IQ8292632,2011,339.7,144.7,125.5,64.6,18,12.6,12.6,4.39,30.8,0,27.2,0.002,0
Shandong Chenming Paper Holdings Ltd. (SZSE:200488),IQ5576970,2011,122.7,105.3,103.7,102.9,499.8,476,476,5419.9,9375,4767.1,3079.3,1043.7,0.031
"Shandong Luoxin Pharmaceutical Group Stock Co., Ltd. (SEHK:8058)",IQ24549779,2011,-31.9,-31.9,-46.5,-46.6,-62.9,183.4,204,79.6,398,0,313.5,18.2,0.041
"Shandong Molong Petroleum Machinery Co., Ltd. (SEHK:568)",IQ10837309,2011,,,,,,85,85,393.4,963.4,146,586.2,84,0.01
"Shandong Weigao Group Medical Polymer Co., Limited (SEHK:1066)",IQ9649234,2011,461.2,328.1,212.2,206.1,1082.9,380.3,380.3,507.6,1925.5,17.3,1687.1,233.3,0.012
Shandong Xinhua Pharmaceutical Co. Ltd. (SEHK:719),IQ218786,2011,26,9.47,5.25,5.02,4.28,55.1,55.1,293.6,619.9,141.4,361.1,90.4,0.006
Shanghai Electric Group Company Limited (SEHK:2727),IQ22655256,2011,-12.7,-12.7,-3.78,-4.08,-54.9,4031.9,5186.4,2908.6,22764.2,795.6,7729.1,440.2,0.016
"Shanghai Fosun Pharmaceutical (Group) Co., Ltd. (SHSE:600196)",IQ22239281,2011,3.62,3.62,0,0,-1.47,594.7,679.8,540.8,4568,1269.8,2324.5,163.7,0.021
Shanghai Fudan Microelectronics Group Company Limited (SEHK:1385),IQ8087567,2011,4.03,-0.145,-11.8,-12.4,-4.73,52.6,57.9,25.7,150.1,0,113.1,10.4,0.016
Shanghai Fudan-Zhangjiang Bio-Pharmaceutical Co. Ltd. (SEHK:1349),IQ8288321,2011,301,189.7,153.4,139,120.6,22.6,22.6,23,73.7,16.1,41.3,6.78,0
"Shanghai Haohai Biological Technology Co., Ltd. (SEHK:6826)",IQ108801478,2011,0,-0.022,-8.65,-8.83,5.45,25,25.8,18.2,68.2,0,56.5,6.08,0
Shanghai Industrial Holdings Limited (SEHK:363),IQ881928,2011,0.684,0.576,-0.978,-1,23.1,2756.6,3133.2,532.1,19313.6,6267.7,7583.4,124.2,0.18
Shanghai Industrial Urban Development Group Limited (SEHK:563),IQ4481082,2011,,,,,,582.1,590.3,197.1,9013.8,2400.7,3163.8,24.5,0
Shanghai International Shanghai Growth Investment Limited (SEHK:770),IQ4497439,2011,1139.4,318.6,203.8,202,122.6,8.82,27.9,0,30.9,0,30.6,0,0.13
Shanghai Jiaoda Withub Information Industrial Co. Ltd. (SEHK:8205),IQ8288326,2011,63.6,17.2,12.2,10.5,-8.11,12.3,13.8,0.074,24.5,0.186,17.1,0.005,0
Shanghai Jin Jiang International Hotels (Group) Company Limited (SEHK:2006),IQ35188141,2011,6.2,5.66,5.04,5.02,4.2,512.4,512.6,1694.2,3752.8,540.1,2435.4,228.1,0.008
"Shanghai La Chapelle Fashion Co., Ltd. (SEHK:6116)",IQ40453515,2011,121.3,58.1,34.3,27.6,4.27,21,29.2,33.9,227.1,21.8,73.9,24.7,0.029
"Shanghai Pharmaceuticals Holding Co., Ltd. (SHSE:601607)",IQ20356815,2011,65.2,10.1,-3.77,-21.2,-34.5,2990.3,2990.9,857.1,9793.5,1176.8,5338,83.6,0.033
"Shanghai Prime Machinery Co., Ltd. (SEHK:2345)",IQ26669754,2011,258,81.2,51.1,41.3,38.1,180.6,181.2,400.6,1104.9,149.3,651.9,74.9,0.008
"Shanghai Qingpu fire-fighting equipment Co., Ltd (SEHK:8115)",IQ10958324,2011,4.43,-0.02,-6.59,-6.89,-7.29,1.39,1.42,2.3,12.2,0.37,9.27,0.294,0
"Shanghai Tonva Petrochemical Co., Ltd. (SEHK:1103)",IQ22917470,2011,51.1,11.1,2.29,1.75,1.57,44.9,44.9,30.9,506.2,205.6,142,2.4,0
Shanghai Turbo Enterprises Ltd. (SGX:AWM),IQ24768019,2011,220.8,40.7,28.6,27.4,22.9,12.3,12.3,28.8,59.9,0,47.3,8.09,0.103
Shanghai Zendai Property Ltd. (SEHK:755),IQ878073,2011,121.5,86.6,35.4,22.6,177,148.1,166.5,64.5,4641.5,619.2,969.4,1.45,0
Shangri-La Asia Limited (SEHK:69),IQ877757,2011,78.8,49.5,7.65,6.4,5.25,1086.4,1106.8,7181.4,12916.4,3864.3,7807.3,521.3,0.034
Shanxi Changcheng Microlight Equipment Co. Ltd. (SEHK:8286),IQ10930144,2011,926.1,43.9,15.5,13.1,17,0.226,0.226,19.3,31.7,2.98,22,2.29,0
SHC Capital Asia Limited (Catalist:5UE),IQ8081010,2011,794.3,358.5,109.6,96.8,82.5,19.1,19.1,0.704,126.8,0,40,0.43,0.002
Sheen Tai Holdings Group Company Limited (SEHK:1335),IQ212577178,2011,20.9,20.9,15.1,14.6,58.3,10.5,10.5,64.4,138.3,50.2,65.2,10.8,0
Sheng Siong Group Ltd. (SGX:OV8),IQ136821806,2011,1.59,0.877,-39.8,-40.1,-40.6,122.1,125.3,72.1,241.2,0,148.3,23.6,0.018
Sheng Yuan Holdings Limited (SEHK:851),IQ882968,2011,,,,,,17.3,17.3,1.24,26.8,9.2,15.1,1.05,0
"Shengjing Bank Co.,Ltd. (SEHK:2066)",IQ32412455,2011,548.4,136.5,29.2,7.07,2.25,6030.8,8099.4,493.2,45447.7,4684.9,2333.5,69.2,0.021
Shengli Oil & Gas Pipe Holdings Limited (SEHK:1080),IQ79278314,2011,757.9,70,20,14.5,11.9,78.4,79.4,145.9,625.1,129.8,440.9,57,0.002
Shenguan Holdings (Group) Ltd. (SEHK:829),IQ69037138,2011,2027.2,1109.9,320.6,270.8,112.4,100.2,146.7,189.5,450.4,12.9,391.5,48.3,0.017
Shenji Group Kunming Machine Tool Company Limited (SEHK:300),IQ8178319,2011,114,49.5,-6.08,-8.33,-8.92,39.5,39.5,137.2,525.7,21,299.3,34.1,0.004
Shenwan Hongyuan (H.K.) Limited (SEHK:218),IQ4481123,2011,253.1,54.9,18.3,14.9,14.3,65.5,418.8,2.97,562.5,0,197.9,2.83,0.006
Shenyang Public Utility Holdings Company Limited (SEHK:747),IQ5753903,2011,6321.6,5207.3,1916.5,1561,1467.5,1.07,1.45,0.001,116.9,0,103.8,0.002,0
"Shenzhen Expressway Co., Ltd. (SEHK:548)",IQ4509984,2011,776.7,313.5,149,137.1,159.1,447,447,255.5,5056,2237.7,2156.7,179.4,0.033
Shenzhen International Holdings Limited (SEHK:152),IQ878577,2011,101.7,14.7,-5.62,-7.05,-7.47,621,869.1,701.5,6654,2800.8,3026.5,263.2,0.042
Shenzhen Investment Ltd. (SEHK:604),IQ7658243,2011,,,,,,850.1,1029.7,105.1,6927.4,2813.1,2837.1,11.8,0.025
Shenzhen Neptunus Interlong Bio-Technique Co. Ltd. (SEHK:8329),IQ23712064,2011,7.85,0.976,-6.37,-6.69,-8.43,46.6,46.6,26.9,156.4,17.5,99.9,11.6,0
Shenzhou International Group Holdings Ltd. (SEHK:2313),IQ24248461,2011,,,,,,211.5,271.1,611.2,1756.5,255.6,1255.8,71.2,0.083
ShiFang Holding Limited (SEHK:1831),IQ116049119,2011,4.73,-1.83,-8.17,-8.31,-8.26,44,59.9,12.6,290.6,24.3,237.5,3.86,0
Shihua Development Company Limited (SEHK:485),IQ878384,2011,80.5,53.7,10.1,7.14,5.83,11.2,11.6,33.1,175.5,41.1,109.1,1.08,0
Shimao Property Holdings Ltd. (SEHK:813),IQ27516204,2011,1709,132,489.3,-223.4,-319.7,2529.7,2529.7,1710.6,24087.9,8755.1,7194.6,501.8,0.067
Shirble Department Store Holdings (China) Limited (SEHK:312),IQ108712923,2011,,,,,,195.9,267.8,64,604,50,319.5,80.7,0.004
SHK Hong Kong Industries Limited (SEHK:666),IQ872379,2011,,,,,,36.1,136.4,0,179.6,0,176.6,0,0
Shougang Concord Century Holdings Ltd. (SEHK:103),IQ2492791,2011,9.47,2.09,2.73,2.12,2.06,25.8,25.8,353.1,719.4,223.2,390.6,26.7,0
Shougang Concord Grand Group Ltd. (SEHK:730),IQ4497468,2011,334.2,206.7,102.7,98.1,87.6,48.7,54.8,17.8,262.2,110.5,139.6,0.193,0
Shougang Concord International Enterprises Co. Ltd. (SEHK:697),IQ878562,2011,562.7,67.7,73.2,37.7,34.6,308,308,2061.9,5596.7,2309.4,1853.6,42.4,0
Shougang Fushan Resources Group Limited (SEHK:639),IQ7658031,2011,653.5,361.6,200.9,180.8,711.3,753.3,769.7,2279.1,4502.7,149.7,3428.3,57.6,0.032
SHS Holdings Ltd. (SGX:566),IQ8672289,2011,599.5,112.6,43.9,17.4,15.3,42.4,42.7,28.4,161.1,60.8,78,3.73,0.005
Shuanghua Holdings Limited (SEHK:1241),IQ134387264,2011,14682,2633.3,1006.5,721.3,654,31.2,31.2,39.9,163.4,24.7,113.4,3.99,0.006
Shui On Land Limited (SEHK:272),IQ23466103,2011,125.2,54.7,15.9,12.9,21.9,723.8,723.8,221.7,14094.9,5694.4,6054.9,48.7,0.021
Shun Cheong Holdings Limited (SEHK:650),IQ878519,2011,27.5,22.8,9.43,8.35,6.33,17.3,18.1,78.7,101,59,33.6,1.69,0
Shun Ho Resources Holdings Ltd. (SEHK:253),IQ8088272,2011,43.9,35.9,21.9,19.3,16.8,16.8,16.8,221.1,947.9,195.3,713.1,37.4,0
Shun Ho Technology Holdings Limited (SEHK:219),IQ8088273,2011,2496.3,885.3,631.4,493.5,670.8,16.8,16.8,221.1,958.3,195.4,723.5,37.4,0
Shun Tak Holdings Ltd. (SEHK:242),IQ875315,2011,739.3,178.4,41.1,31.8,-100.3,892,892,413,4886.9,1509.4,3074.8,16.4,0.007
Shunfeng International Clean Energy Limited (SEHK:1165),IQ62168284,2011,4.69,4.69,0,3.44,3.22,24.7,24.7,264.1,539.6,220.4,144.4,181.8,0
SIA Engineering Company Limited (SGX:S59),IQ664952,2011,20.2,3.22,0.27,0.016,0.264,51.6,582.3,316.6,1621.6,1.71,1328.2,44.6,0.2
Siberian Mining Group Company Limited (SEHK:1142),IQ11148420,2011,2599.7,399.8,285.3,70.1,110.2,1.56,1.56,45.2,283.3,31.8,242.8,2.2,0
Sichuan Expressway Company Limited (SEHK:107),IQ4508993,2011,383,273.9,46.8,34.9,26.1,363.3,363.3,125.7,3442.3,1072.6,1953.3,26.9,0.018
SIIC Environment Holdings Ltd. (SGX:5GB),IQ20727537,2011,746.6,144.2,38.9,11.9,44.9,94.2,95.5,22.5,702.8,304.7,266.6,0.718,0
Silk Road Energy Services Group Limited (SEHK:8250),IQ10999122,2011,7.91,2.01,0.651,0.243,3.04,10.9,15.6,1.17,48.5,0,46.1,0.723,0
Silver Base Group Holdings Limited (SEHK:886),IQ49068828,2011,661.7,39.4,21.8,17.5,14.7,55,55,1.82,324.2,10.2,267.4,0.963,0.077
Silver Grant International Industries Limited (SEHK:171),IQ878293,2011,466.3,236.1,166,162.4,75,224.4,236.9,98.9,1614.5,152.6,1300.2,0,0.008
Silverlake Axis Ltd (SGX:5CP),IQ8080671,2011,2476.5,1388.7,631.9,265.6,327.7,29.9,30.2,4.2,129.9,1.6,86.6,0.356,0.009
Silverman Holdings Limited (SEHK:1616),IQ212639582,2011,11.4,3.17,-0.591,-2.63,-2.27,26.8,26.8,84.4,197.2,86.1,53,16.7,0
Sim Lian Group Limited (SGX:S05),IQ7654942,2011,112.6,41.1,40.6,35.8,13.6,126,126,14.5,1518.3,784.8,482.6,0.77,0.048
SIM Technology Group Ltd. (SEHK:2000),IQ13654137,2011,0.426,0.426,-5.84,-6.17,-10.1,83.5,83.5,114.1,640.6,85.3,346,55.6,0.002
Simsen International Corporation Limited (SEHK:993),IQ877943,2011,1020.6,1020.6,0,0,536.7,18.8,19.3,2.74,93.3,0.092,45,0.427,0
Sin Ghee Huat Corporation Ltd. (SGX:B7K),IQ34648613,2011,374.3,29.5,16.6,9.7,19.3,36.4,36.4,8.77,91.8,0,87.1,1.36,0.012
Sin Heng Heavy Machinery Limited (SGX:KF4),IQ83533019,2011,308.6,189.8,174.5,165.6,141.6,18.6,18.6,92,156.9,56.9,87,10.2,0.01
Sinarmas Land Limited (SGX:A26),IQ4493033,2011,370.8,88.7,21.4,12.7,11.2,629.2,630.6,155.5,2950,228.9,2093.6,28,0.003
Sincap Group Limited (Catalist:5UN),IQ212647276,2011,63.7,52.9,0,0,12.3,3.87,3.87,8.27,25.6,5.14,7.32,0.209,0
Sincere Watch (Hong Kong) Limited (SEHK:444),IQ24193306,2011,4.45,4.06,1.26,1.14,9.37,47.6,47.6,1.33,123.4,0,52.2,1.25,0.002
Sing Holdings Limited (SGX:5IC),IQ26936312,2011,606.4,363.5,470,323.8,179.8,77.6,77.6,0.268,546.4,344,179.5,0,0.01
Sing Investments & Finance Limited (SGX:S35),IQ7654953,2011,930.7,457.3,584,408.5,291,221.1,221.1,18.1,1657.6,12.6,241.3,0.569,0.07
Sing Lee Software Group Ltd. (SEHK:8076),IQ7654955,2011,1220.8,444.8,302,286,253.8,4.54,5,1.02,18.5,14.3,2.12,0.749,0
Sing Tao News Corp Ltd. (SEHK:1105),IQ7689663,2011,97.5,33.8,13.5,8.9,4.46,90.1,103.9,126.9,400.3,0.634,318.3,23,0.016
Singamas Container Holdings Limited (SEHK:716),IQ881613,2011,1858,534.6,472.4,406.7,350.1,429.5,429.5,327.1,1796.2,588.4,792.9,74.1,0.023
Singapore Airlines Limited (SGX:C6L),IQ664951,2011,108.7,54.7,20.3,16.8,10.9,7434.2,7864.7,12081.3,24544.5,2054.2,14502.8,1223.8,0.6
Singapore eDevelopment Limited (Catalist:40V),IQ108756311,2011,103.3,17,-11.4,-17.9,-6.68,1.15,1.15,6.05,23.8,4.25,6.23,1.69,0
Singapore Exchange Limited (SGX:S68),IQ2445989,2011,5348.3,2366.4,1700.5,1639.3,1175.8,693.1,693.3,29.8,1900.7,0,824,55.2,0.27
Singapore Kitchen Equipment Limited (Catalist:5WG),IQ242267386,2011,317.4,112.3,36,27.9,14.7,1.95,1.95,2.58,13.6,3.76,5.91,1.26,0
Singapore Medical Group Limited (Catalist:5OT),IQ61320069,2011,-18,-18,0,-24.4,-24.2,4.33,4.89,4.75,12.3,3.12,3.9,0.847,0
Singapore Myanmar Investco Limited (SGX:Y45),IQ26654566,2011,296.1,27.5,22.6,1.63,0.627,7.81,7.82,29,74.7,25.9,38.8,6.96,0
Singapore O&G Ltd. (Catalist:41X),IQ301107757,2011,9.54,2.2,0,0,18.8,,,,,,,,
Singapore Post Limited (SGX:S08),IQ4941714,2011,3543.5,26.8,54.5,-84.1,25.4,338.7,399.4,240.7,1092.9,503,332.3,12.3,0.063
Singapore Press Holdings Limited (SGX:T39),IQ875569,2011,1190.5,838.6,705,614.5,376.2,392.5,1015.1,394.1,3888.8,1136,2306.6,27.4,0.16
Singapore Reinsurance Corporation Limited (SGX:S49),IQ878793,2011,108.6,23.2,13.1,9.52,12.1,52.5,333.3,23.7,632.3,0,197.6,0.188,0.012
Singapore Shipping Corporation Limited (SGX:S19),IQ4514202,2011,1743.1,760.4,622.7,609,704.3,15.1,16,87.6,109,41.5,65.1,84.3,0.01
Singapore Technologies Engineering Ltd (SGX:S63),IQ782401,2011,23.4,8.4,9.83,4.9,0.267,428.6,1773.8,1356.8,7407.2,1366.8,1876.1,199.3,0.07
Singapore Telecommunications Limited (SGX:Z74),IQ112384,2011,67,47,40.5,35,28.9,2738,2806.6,11112.5,39282.3,7285.6,24350.3,2032.5,0.158
Singapura Finance Ltd (SGX:S23),IQ874704,2011,67,47,40.7,35.2,55.3,69.3,69.3,5.43,711.6,0,170.1,2.08,0.06
SingHaiyi Group Ltd. (Catalist:5H0),IQ7652777,2011,516.2,141.2,71.2,38.2,130.2,4.39,6.69,0.088,53.6,38.5,13.7,0.071,0
Sinjia Land Limited (Catalist:5HH),IQ24864967,2011,405.1,43.9,37.3,28.1,11.7,8.35,8.35,4.88,37.6,0.44,32.5,0.925,0
Sino Biopharmaceutical Ltd. (SEHK:1177),IQ7654965,2011,1.65,0.03,-6.41,-25.7,-21.1,351.9,373.8,281.5,1049.9,14.2,796.5,47.7,0.012
Sino Credit Holdings Limited (SEHK:628),IQ11421821,2011,1281.4,355.2,394.4,327,267.9,12.4,19.9,0.003,38.8,0,38.6,0.001,0
Sino Golf Holdings Ltd. (SEHK:361),IQ7654980,2011,6.61,3.02,-1.65,-1.87,-0.301,6.52,13.9,37.6,88.8,28,52.2,0.966,0
Sino Grandness Food Industry Group Limited (SGX:T4B),IQ51949654,2011,359.4,165.8,122.5,122,94.9,16.7,17.1,76.3,174.5,40,114.9,31.6,0
Sino Haijing Holdings Limited (SEHK:1106),IQ8190134,2011,85.4,28.3,1.18,-2.74,62.6,5.74,6.67,21,109,30.2,57.4,4.23,0
Sino Harbour Holdings Group Limited (SEHK:1663),IQ137168658,2011,190.6,47.3,51.2,39.7,33.3,26.4,26.4,0.396,304.4,40.5,141.6,0.168,0
Sino Hotels (Holdings) Limited (SEHK:1221),IQ878706,2011,556,44.8,18.1,-20.9,-4.25,4.26,4.26,237.2,627,98.4,520.8,1.13,0.011
Sino Land Company Limited (SEHK:83),IQ875493,2011,25.8,21.6,0,0,12.2,1249.9,1388.7,23.6,17189.1,2648.6,12833,18.1,0.065
Sino Oil and Gas Holdings Limited (SEHK:702),IQ7689662,2011,133.1,45.5,21.8,20.4,12.8,57.4,57.4,546.1,656.6,55.3,510.5,23.6,0
Sino Prosper (Group) Holdings Limited (SEHK:766),IQ7654984,2011,3.87,0.12,-11.4,-11.5,-7.7,50.5,50.5,211.8,279.5,0,269.1,12.8,0
Sino Resources Group Limited (SEHK:223),IQ7652909,2011,398.7,124.5,36.8,23.2,23.1,3.44,9.76,0.452,19.6,30.9,-42.3,0.152,0
Sino Splendid Holdings Limited (SEHK:8006),IQ264101,2011,2359.7,633.7,496.1,474.5,179.6,42.2,42.2,0.351,61.1,0,52.6,0.269,0
Sino-i Technology Limited (SEHK:250),IQ878621,2011,964.3,757,173.4,151.1,77.2,6.7,16.3,71.7,410.9,24.4,321.3,25,0
Sino-Life Group Limited (SEHK:8296),IQ62494918,2011,4.55,4.55,0,0,-66.1,39.9,48.5,8.95,76.5,2.23,48.7,2.17,0
Sino-Ocean Land Holdings Ltd. (SEHK:3377),IQ37122804,2011,46.5,7.31,2.03,-0.94,-2.71,1776.7,1905,46.3,22658.5,6900.7,7962.8,15.2,0.025
Sino-Tech International Holdings Limited (SEHK:724),IQ20359337,2011,86.7,12,6.9,3.35,-3.27,7.26,8.49,38.6,197.9,66.4,77.7,6.22,0
SinoCloud Group Limited (Catalist:5EK),IQ10348933,2011,65.5,26.8,24.6,24.6,23.9,1.45,1.45,1.18,19.7,0.081,16.9,0,0
Sinofert Holdings Ltd. (SEHK:297),IQ25388387,2011,44.9,30.2,19.3,12.8,28.9,62.1,267.4,932.1,5834.6,1113.8,2746.7,44.8,0.003
Sinolink Worldwide Holdings Ltd. (SEHK:1168),IQ6562469,2011,938,541,413.7,399,1663.9,719.1,748.4,40,1679.3,68.2,1362.3,0,0
Sinomax Group Limited (SEHK:1418),IQ260006563,2011,5.85,0.617,-16,-17.7,-16,25.2,35.1,24.3,196.4,38.5,60.5,9.14,0
SinoMedia Holding Ltd. (SEHK:623),IQ46294518,2011,7.73,-0.504,-9.32,-9.74,-7.14,187.6,187.6,11.6,380.3,0,210.6,49.1,0.018
"Sinopec Engineering (Group) Co., Ltd. (SEHK:2386)",IQ224664611,2011,13.3,2.23,-3.35,-3.41,-5.58,1158.8,1158.8,711.4,9123,10.1,561.6,74,0
Sinopec Kantons Holdings Limited (SEHK:934),IQ2422618,2011,21.2,11.7,-1.77,-2.04,1.15,128.7,128.7,297.3,702.9,44.6,471.2,10.1,0.006
Sinopec Shanghai Petrochemical Co. Ltd. (SEHK:338),IQ380543,2011,132.1,98,-31.6,-36.7,-26.2,18.8,18.8,3360.1,6311.3,1165.4,3738.4,715.2,0.007
Sinopec Yizheng Chemical Fibre Company Limited (SEHK:1033),IQ264224211,2011,14.9,9.36,-4.88,-5.74,-6.18,220.1,220.1,5660.9,12732.9,3972.5,3273.1,521.6,0
"Sinopharm Group Co.,Ltd. (SEHK:1099)",IQ62494979,2011,4087.9,1301.1,989.3,979.3,528.2,2689.6,2793.3,910.3,13894.4,2845.4,4188.8,204.8,0.039
Sinoref Holdings Limited (SEHK:1020),IQ108452469,2011,123.8,-7.04,-14.5,-22.1,-155.8,62.8,62.8,25.3,127.9,0,111.9,13.3,0.002
Sinosoft Technology Group Limited (SEHK:1297),IQ241927552,2011,7537.1,418,210,125.4,139.3,9.83,10.2,1.93,62.8,14.3,32.3,1.28,0
Sinostar PEC Holdings Limited (SGX:C9Q),IQ37089225,2011,62.6,36.8,21.5,20.2,62.6,77.4,77.4,99.2,203.4,0.319,174.8,13.2,0
Sinotel Technologies Ltd. (SGX:D3W),IQ37612517,2011,296.6,66,17.7,15.5,14.7,12.2,12.2,42,250.9,4.28,199.3,16.4,0
Sinotrans Ltd. (SEHK:598),IQ6700882,2011,332.4,103,73.8,72.4,49.1,1134.3,1261.4,1155.2,5506.6,1130.3,2462.3,275.5,0.006
Sinotrans Shipping Ltd. (SEHK:368),IQ25455042,2011,6287,1034.6,814.1,727.4,693.4,1145.8,1145.8,1423.5,2870.2,0,2818.6,290.2,0.01
Sinotruk (Hong Kong) Limited (SEHK:3808),IQ38943206,2011,3282.7,53.2,68.8,40.2,35.6,1967.6,1968.7,2384,10682.2,3206.2,4225.9,339.3,0.017
Sinwa Limited (SGX:5CN),IQ7654990,2011,18390.1,334.6,559.2,225.6,196.4,15.3,15.5,67.2,163.3,28,91,2.52,0.005
SIS International Holdings Ltd. (SEHK:529),IQ876279,2011,15255.7,1330,812.2,234.9,237.3,97.6,107.7,3.56,354.3,0,322,0.514,0.008
SiS Mobile Holdings Limited (SEHK:1362),IQ274660049,2011,21002.5,1716.5,837,747.1,320.6,3.61,3.61,0.02,20.5,12.4,1.31,0.009,0
"SITC International Holdings Co., Ltd. (SEHK:1308)",IQ112697396,2011,66.4,37.1,24.8,23.2,18.9,565.9,573.4,342.2,1103.1,48.5,846.3,122.7,0.019
Sitoy Group Holdings Limited (SEHK:1023),IQ143104231,2011,38,22.2,13.9,13.5,12.1,12.7,15.1,44.8,156.3,16.7,77.9,15.2,0
Sitra Holdings (International) Limited (Catalist:5LE),IQ30142852,2011,9025.4,516.8,240,153.2,132,0.156,0.422,10.5,22.6,13,3.65,0.189,0
SJM Holdings Limited (SEHK:880),IQ12762294,2011,364.5,107.2,153.2,84.1,118.8,2428.1,3438.6,1511.9,5506.5,730.6,2876.1,93,0.085
Sky Forever Supply Chain Management Group Limited (SEHK:8047),IQ7652846,2011,7520.3,1172.3,570,408.5,205.9,9.66,10.1,0.953,27.1,0.762,20,0.111,0
Sky Light Holdings Limited (SEHK:3882),IQ291661033,2011,221.5,11,1.35,1.25,116,,,,,,,,
Skyfame Realty (Holdings) Limited (SEHK:59),IQ4497470,2011,85.6,2.93,1.91,1.91,0.855,41.1,43,1.34,907.5,196,333.9,1.07,0
SkyOcean International Holdings Limited (SEHK:593),IQ878717,2011,1372.9,148.6,95.8,81.1,121.2,182.2,182.2,0.357,254.7,0,251.7,0.37,0.004
Skyway Securities Group Limited (SEHK:1141),IQ883253,2011,393.4,87.3,58.4,55.3,47.7,82.6,161.7,6.05,304.3,31.9,210.2,0.323,0
